"item_type","id","parent_id","epico","feature","user_story","task","title","tipo","prioridade","marco","responsavel","estimativa","dependencias","rastreabilidade","labels","objetivo","criterios_de_aceite","dod","assistencia_ia"
"user_story","V1-304","E3","","","V1-304 — Implementar classificação, redaction e governança de egress","","Implementar classificação, redaction e governança de egress","Segurança / Dados","P0","M1–M2","Segurança / Backend TypeScript","L","V1-103, V1-301, V1-302","RF-006; RF-042; RN-005; H-035","`classification`, `redaction`, `privacy`, `p0`","Classificar dados, decidir o que pode sair para cada provider e mascarar ou bloquear PII, secrets e conteúdo proibido antes do egress.","1. **Dado** um contexto classificado, **quando** for preparado para provider, **então** a policy verificará se o modelo suporta a classificação e aplicará redaction configurado.
2. **Dado** um secret, PII ou padrão bloqueado, **quando** aparecer no payload, **então** será mascarado ou a chamada será negada antes do egress.
3. **Dado** uma exceção aprovada, **quando** ocorrer, **então** terá owner, justificativa, vigência e auditoria sem expor o dado em logs.
**DoD específico.** Taxonomia de classificação, redactors testados, política de egress, casos positivos/negativos e métricas.
**Assistência de IA.** Modelos podem gerar casos de redaction; Segurança deve revisar falsos negativos com dados sintéticos.","",""
"user_story","V1-305","E3","","","V1-305 — Implementar pré-check, reserva atômica e reconciliação de budget","","Implementar pré-check, reserva atômica e reconciliação de budget","Feature / Financeiro / Backend","P0","M1","Backend TypeScript / DBA","XL","V1-103, V1-303, V1-701","RF-010; RN-004; H-019","`budget`, `ledger`, `atomicity`, `p0`","Impedir consumo acima do orçamento por usuário, workspace, tenant, tarefa ou provider, inclusive sob concorrência e retry.","1. **Dado** uma chamada, **quando** o pré-check server-side ocorrer, **então** o sistema reservará custo estimado atomicamente antes do provider.
2. **Dado** concorrência, **quando** duas chamadas consumirem o saldo restante, **então** somente a combinação permitida será admitida e nenhuma corrida excederá o limite.
3. **Dado** custo real diferente da estimativa, **quando** a chamada terminar, **então** o ledger reconciliará consumo e liberará ou cobrará a diferença de modo idempotente.
**DoD específico.** Transação, locks, estados de reserva, concorrência, overflow, alertas e reconciliação.
**Assistência de IA.** Codex gera testes de concorrência; DBA aprova isolamento e rollback; não aceitar implementação sem evidência de carga.","",""
"user_story","V1-306","E3","","","V1-306 — Implementar ledger, atribuição de custos e dashboards","","Implementar ledger, atribuição de custos e dashboards","Feature / Dados / Admin","P0 para ledger; P1 para dashboards","M1","Backend TypeScript / Frontend Admin / Finanças","L","V1-305, V1-308","RF-010; RF-011; H-020; H-021","`usage`, `cost`, `dashboard`, `p0`, `p1`","Exibir e exportar consumo por usuário, workspace, tenant, provider, modelo, ferramenta, tipo de tarefa e período.","1. **Dado** uma chamada admitida, negada ou falha relevante, **quando** o ledger registrar, **então** terá estado idempotente, tokens, custo estimado/real, preço vigente e correlação.
2. **Dado** um administrador autorizado, **quando** consultar dashboard, **então** poderá filtrar, agrupar, exportar e ver atraso de reconciliação sem atravessar tenant.
3. **Dado** um limiar de custo ou crescimento anômalo, **quando** for excedido, **então** o sistema alertará owner e aplicará ação definida pela policy.
**DoD específico.** Ledger, consultas, exportação, dashboard, alertas e reconciliação com provider.
**Assistência de IA.** Gemini pode apoiar exploração de dashboards; Codex implementa queries; Finanças valida semântica de custo.","",""
"user_story","V1-307","E3","","","V1-307 — Implementar streaming resiliente, rate limit e circuit breaker","","Implementar streaming resiliente, rate limit e circuit breaker","Confiabilidade / Backend","P0","M1","Backend TypeScript / SRE","L","V1-301, V1-303, V1-305","RF-007; RF-041; H-015","`streaming`, `timeouts`, `circuit-breaker`, `p0`","Controlar conexão, primeiro byte, duração, tamanho, concorrência e falhas de provider sem duplicar ação.","1. **Dado** provider lento ou indisponível, **quando** os limites forem atingidos, **então** o circuito abrirá, a resposta será inconclusiva e o usuário receberá motivo seguro.
2. **Dado** picos de uso, **quando** rate limit por tenant/usuário/workspace/provider for excedido, **então** a chamada será rejeitada sem contornar policy ou budget.
3. **Dado** streaming parcial, **quando** a conexão for perdida, **então** o cliente distinguirá cancelamento, falha e conclusão e não repetirá operação não idempotente.
**DoD específico.** Timeouts, cancelamento, backpressure, rate limits, circuit breaker, métricas e testes de falha.
**Assistência de IA.** Codex implementa testes de caos; Claude revisa estados de corrida e limites.","",""
"user_story","V1-308","E3","","","V1-308 — Implementar auditoria correlacionada e auditoria de leitura","","Implementar auditoria correlacionada e auditoria de leitura","Feature / Compliance","P0","M1–M5","Backend TypeScript / Segurança / DBA","L","V1-301, V1-303, V1-305, V1-701","RF-011; RF-043; H-016","`audit`, `traceability`, `compliance`, `p0`","Explicar cada request, recuperação, insight, policy, custo e ação usando metadados mínimos, sem reter indiscriminadamente conteúdo sensível.","1. **Dado** qualquer operação, **quando** terminar, **então** haverá `request_id`, ator, tenant, workspace, policy/model version, fonte/tool, custo, latência e resultado.
2. **Dado** prompt, resposta, documento ou segredo classificado, **quando** for auditado, **então** o conteúdo será redigido, criptografado ou excluído conforme retenção.
3. **Dado** leitura administrativa de auditoria, **quando** ocorrer, **então** a própria leitura será registrada com finalidade e escopo.
**DoD específico.** Schema auditável, append-only para operadores comuns, exportação controlada, retenção e correlação OpenTelemetry.
**Assistência de IA.** Claude pode revisar campos de auditoria; Segurança e DBA aprovam retenção e imutabilidade.
---","",""
"epic","E4","","E4 — Knowledge Fabric","","","","Knowledge Fabric","","","","","","","","","","","",""
"user_story","V1-401","E4","","","V1-401 — Criar Source Registry com owners, SLA, classificação e escopo","","Criar Source Registry com owners, SLA, classificação e escopo","Feature / Knowledge Governance","P0","M2","Knowledge Product / Backend TypeScript","L","V1-102, V1-103, V1-701","RF-012; PRD 5.2.2","`source-registry`, `owner`, `freshness`, `p0`","Registrar cada fonte com owner, escopo, classificação, conector, frequência, SLA de frescor, retenção e estado.","1. **Dado** uma fonte, **quando** for cadastrada, **então** possuirá owner, sistema de origem, tenant/workspace, classificação, periodicidade, SLA, retenção e status.
2. **Dado** uma fonte sem owner ou classificação, **quando** tentar ser publicada, **então** ficará pendente e não fundamentará resposta normativa.
3. **Dado** um owner revogado ou fonte desconectada, **quando** o estado mudar, **então** novas ingestões serão pausadas e o impacto ficará visível.
**DoD específico.** API, UI admin, estados, owner workflow e auditoria.
**Assistência de IA.** Claude pode apoiar taxonomia de metadados; Owner de Conhecimento valida significado e responsabilidade.","",""
"user_story","V1-402","E4","","","V1-402 — Criar framework de conectores de fontes e cursores de sincronização","","Criar framework de conectores de fontes e cursores de sincronização","Plataforma / Integrações","P0","M2","Backend TypeScript / Python Workers","L","V1-003, V1-401, V1-204","RF-013; RF-015","`connectors`, `sync`, `oauth`, `p0`","Definir adapter de fonte com autenticação, cursor, paginação, retry, deduplicação, ACL de origem, pausa e reprocessamento.","1. **Dado** um conector aprovado, **quando** sincronizar, **então** usará escopo OAuth mínimo, cursor persistente, paginação segura e evento de progresso/falha.
2. **Dado** retry ou execução concorrente, **quando** o cursor for atualizado, **então** não haverá perda, duplicação silenciosa ou regressão de versão.
3. **Dado** revogação de fonte, **quando** ocorrer, **então** sync e jobs derivados serão pausados e auditados.
**DoD específico.** Interface de connector, double, contrato, cursor, backoff, dead-letter e documentação para novos adapters.
**Assistência de IA.** Codex pode gerar adapter base; Engenharia e Segurança revisam OAuth, paginação e tratamento de dados.","",""
"user_story","V1-403","E4","","","V1-403 — Implementar armazenamento bruto imutável em MinIO/S3","","Implementar armazenamento bruto imutável em MinIO/S3","Dados / Storage","P0","M2","Backend Python / DBA / DevOps","L","V1-401, V1-006","RF-014; H-027","`minio`, `object-storage`, `immutable`, `p0`","Armazenar originais, versões e artefatos de conhecimento com hash, classificação, retenção e possibilidade de reconstrução.","1. **Dado** um artefato recebido, **quando** for aceito, **então** será armazenado em objeto versionado e imutável com checksum, source, asset, classificação e timestamp.
2. **Dado** arquivo inválido, malware ou tamanho proibido, **quando** for recebido, **então** ficará rejeitado/quarentenado sem entrar no índice.
3. **Dado** expiração ou solicitação de exclusão, **quando** a retenção for executada, **então** o objeto será removido ou arquivado conforme policy e a evidência da operação será preservada.
**DoD específico.** Buckets, políticas de acesso, versionamento, checksum, lifecycle e testes de restore.
**Assistência de IA.** Codex pode gerar adapter e fixtures; DevOps e DBA aprovam permissões e lifecycle.","",""
"user_story","V1-404","E4","","","V1-404 — Implementar pipeline Python de ingestão, parsing e normalização","","Implementar pipeline Python de ingestão, parsing e normalização","Backend Python / Knowledge","P0","M2","Backend Python / Knowledge Engineering","XL","V1-402, V1-403, V1-003","RF-014–RF-016; H-027; ENG-005","`ingestion`, `parsing`, `normalization`, `python`, `p0`","Receber documentos e registros, extrair conteúdo, normalizar metadados, detectar duplicidade e publicar eventos de processamento.","1. **Dado** um documento de formato suportado, **quando** o worker processar, **então** produzirá texto/estrutura, páginas/seções, hash, idioma, classificação, origem e estado observável.
2. **Dado** parser indisponível ou conteúdo corrompido, **quando** o processamento falhar, **então** o asset permanecerá em erro/quarentena com motivo e retry controlado.
3. **Dado** dois conteúdos com mesmo hash e versão, **quando** forem ingeridos, **então** o pipeline será idempotente e não duplicará ativo ou custo.
**DoD específico.** Parsers prioritários, filas, estados, métricas, dados sintéticos e reprocessamento.
**Assistência de IA.** Gemini pode auxiliar formatos multimodais; Codex implementa parsers e testes; todo parser passa por revisão de segurança.","",""
"user_story","V1-405","E4","","","V1-405 — Implementar versionamento, aprovação, vigência e frescor de fontes","","Implementar versionamento, aprovação, vigência e frescor de fontes","Feature / Governança de Dados","P0","M2","Knowledge Governance / Backend","L","V1-401, V1-404, V1-701","RF-020; RN-006–RN-010; H-030","`versioning`, `approval`, `freshness`, `p0`","Impedir que conteúdo pendente, expirado, revogado ou conflitante seja tratado como verdade vigente.","1. **Dado** uma nova versão, **quando** entrar no pipeline, **então** ficará `pending_review` até aprovação do owner/regra autorizada.
2. **Dado** documento expirado, revogado ou fora do SLA, **quando** o retrieval ocorrer, **então** será excluído ou rotulado como obsoleto conforme policy.
3. **Dado** versões conflitantes, **quando** forem detectadas, **então** o sistema criará conflito com owners e não combinará as fontes silenciosamente.
**DoD específico.** State machine, owner workflow, freshness score, alertas e histórico.
**Assistência de IA.** Claude pode sugerir conflitos e resumos; somente owner autorizado publica a versão normativa.","",""
"user_story","V1-406","E4","","","V1-406 — Criar quarentena e defesa contra prompt injection indireto","","Criar quarentena e defesa contra prompt injection indireto","Segurança / Knowledge","P0","M2","Segurança / Backend Python","L","V1-404, V1-405, V1-304","RF-016; RF-042; RF-045; H-025; H-035","`prompt-injection`, `quarantine`, `untrusted-data`, `p0`","Tratar documentos, e-mails, páginas e resultados de ferramentas como dados não confiáveis, isolando conteúdo suspeito antes do uso em contexto de IA.","1. **Dado** conteúdo ingerido contendo instrução de override, exfiltração ou execução, **quando** for normalizado, **então** será marcado como dado externo e não poderá alterar system prompt, policy ou alçada.
2. **Dado** score de malícia acima do limiar, **quando** o pipeline classificar, **então** o asset será quarentenado e o owner notificado.
3. **Dado** conteúdo recuperado para o modelo, **quando** o contexto for montado, **então** haverá delimitação explícita entre instruções do sistema e dados recuperados.
**DoD específico.** Scanners, estados, fixtures maliciosos, testes de exfiltração e runbook de quarentena.
**Assistência de IA.** Claude/Kimi geram ataques; Segurança decide limiares e revisa falsos negativos.","",""
"user_story","V1-407","E4","","","V1-407 — Criar taxonomia, vocabulário e classificação corporativa","","Criar taxonomia, vocabulário e classificação corporativa","Knowledge Governance / Dados","P0","M2","Product/Knowledge Owners","L","V1-001, V1-401, V1-405","RF-017; RF-042","`taxonomy`, `classification`, `knowledge`, `p0`","Definir termos, domínios, tipos de ativo, sinônimos, níveis de classificação, retenção e owners para os domínios do piloto.","1. **Dado** um domínio piloto, **quando** a taxonomia for publicada, **então** haverá termos canônicos, sinônimos, hierarquia, owner, versão e regras de classificação.
2. **Dado** um asset normalizado, **quando** for classificado, **então** receberá domínio, tipo, sensibilidade, retenção e status de confiança observável.
3. **Dado** alteração de termo ou classificação, **quando** for publicada, **então** a versão será preservada e os índices derivados terão plano de reprocessamento.
**DoD específico.** Taxonomia inicial, UI de administração, seeds, versionamento e exemplos de busca.
**Assistência de IA.** Gemini pode sugerir sinônimos e agrupamentos; Knowledge Owner aprova vocabulário e classificação.","",""
"user_story","V1-408","E4","","","V1-408 — Implementar entidades, relações, claims e evidências","","Implementar entidades, relações, claims e evidências","Dados / Knowledge Graph Lite","P0 para claims/evidências; P1 para relações avançadas","M2–M3","Backend Python / DBA / Knowledge","XL","V1-404, V1-405, V1-407, V1-701","RF-018; RF-019; RF-033; KNOW-002","`entities`, `relations`, `claims`, `evidence`, `p0`, `p1`","Construir Knowledge Graph Lite sobre PostgreSQL, com evidência, confiança, vigência e travessia limitada, sem banco de grafo dedicado.","1. **Dado** documento aprovado, **quando** o extrator gerar entidade, relação ou claim, **então** registrará origem, seção, versão, confiança, owner, vigência e status.
2. **Dado** um claim publicado, **quando** for usado em resposta ou insight, **então** apontará para evidência verificável e não poderá ampliar acesso.
3. **Dado** uma consulta exploratória, **quando** atravessar relações, **então** respeitará ACL e limite inicial de dois saltos, retornando origem e confiança.
**DoD específico.** Schema, migrações, índices, extratores, revisão manual e testes de conflito/ACL.
**Assistência de IA.** Gemini pode extrair candidatos; Claude revisa modelo; owner aprova claims normativos.","",""
"user_story","V1-409","E4","","","V1-409 — Implementar ACL/RLS do Knowledge Fabric antes da recuperação","","Implementar ACL/RLS do Knowledge Fabric antes da recuperação","Segurança / Dados","P0","M2","Segurança / DBA / Backend Python","XL","V1-102, V1-103, V1-405, V1-701","RF-021; RN-011; H-030; PM-004","`acl`, `rls`, `tenant-isolation`, `p0`","Garantir que tenant, workspace, papel, classificação, vigência e source scope sejam aplicados antes de consultar PostgreSQL, Qdrant ou relações.","1. **Dado** uma query de retrieval, **quando** for executada, **então** filtros ACL/RLS serão construídos no servidor a partir de `EffectivePolicy`, antes da busca e do ranking.
2. **Dado** usuário fora do workspace, **quando** pesquisar, **então** não receberá trecho, título, entidade, relação, claim, insight ou metadado revelador.
3. **Dado** falha de contexto, policy ou sessão de banco, **quando** a busca for avaliada, **então** será abortada em fail-closed e auditada.
**DoD específico.** RLS, filtros Qdrant, testes adversariais cross-tenant, revisão de query plans e evidências.
**Assistência de IA.** Codex gera cenários negativos; DBA e Segurança aprovam policies e queries.","",""
"user_story","V1-410","E4","","","V1-410 — Implementar chunks, embeddings e indexação versionada no Qdrant","","Implementar chunks, embeddings e indexação versionada no Qdrant","Backend Python / Dados","P0","M2","Backend Python / IA","L","V1-404, V1-405, V1-409","RF-022; H-028; TEAM-004","`embeddings`, `qdrant`, `indexing`, `p0`","Transformar ativos aprovados em chunks e embeddings reconstruíveis, com metadados de source, ACL, vigência e modelo.","1. **Dado** um asset aprovado, **quando** for indexado, **então** chunks terão IDs determinísticos, seção, hash, source, version, tenant, workspace, classification e vigência.
2. **Dado** reprocessamento ou falha, **quando** o job rodar, **então** será idempotente e deixará estado observável sem duplicar custo ou vetor.
3. **Dado** atualização do modelo de embedding, **quando** ocorrer, **então** uma collection versionada poderá ser construída e validada antes do cutover.
**DoD específico.** Pipeline, collections, HNSW inicial, reindexação, filas, métricas e testes de consistência.
**Assistência de IA.** Codex implementa worker; Gemini apoia avaliação de chunking; IA não decide sozinha parâmetros de produção.","",""
"user_story","V1-411","E4","","","V1-411 — Implementar busca híbrida e retrieval com evidência","","Implementar busca híbrida e retrieval com evidência","Backend Python / Intelligence","P0","M2–M3","Backend Python / IA / Segurança","XL","V1-408, V1-409, V1-410, V1-003","RF-023; RF-024; H-029; INTEL-001","`retrieval`, `hybrid-search`, `rag`, `p0`","Combinar texto, vetor, metadados, taxonomia e relações, retornando somente evidências autorizadas, vigentes e citáveis.","1. **Dado** uma query autorizada, **quando** o retrieval executar, **então** combinará busca semântica/textual, filtros de taxonomia, vigência, classificação e ACL antes do ranking final.
2. **Dado** um resultado, **quando** for retornado ao Intelligence Plane, **então** incluirá source, asset, versão, seção, score, confidence e trecho redigido.
3. **Dado** nenhuma evidência elegível, **quando** a query terminar, **então** retornará estado sem evidência sem inventar documento ou ampliar escopo.
**DoD específico.** API FastAPI, ranking, reranking, filtros, p95 medido, dataset de avaliação e logs redigidos.
**Assistência de IA.** Gemini pode apoiar experimentos de retrieval; Claude revisa groundedness e riscos; mudanças passam por benchmark.","",""
"user_story","V1-412","E4","","","V1-412 — Criar Knowledge Workbench para curadoria e owners","","Criar Knowledge Workbench para curadoria e owners","UX / Admin / Knowledge","P1","M2–M3","UX/UI / Frontend / Knowledge Governance","L","V1-205, V1-401, V1-405, V1-408, V1-411","RF-012; RF-017–RF-020; RF-035; RF-048; UX-003; DESIGN_SYSTEM_VALIDACAO","`knowledge-workbench`, `curation`, `owners`, `design-system`, `compact`, `p1`","Oferecer triagem de fontes, versões, conflitos, frescor, feedback negativo, claims e publicação/despublicação.","1. **Dado** owner autenticado, **quando** abrir o workbench, **então** verá ativos atrasados, conflitos, gaps, feedback e fontes sem owner do seu escopo em tabela `compact` ou `default`, com `SourceFreshnessBadge` e estados textuais.
2. **Dado** uma nova versão, **quando** aprovar ou rejeitar, **então** registrará autor, justificativa, data, policy e transição de estado usando componentes e confirmações do design system.
3. **Dado** um conflito de claim, **quando** resolver, **então** o sistema preservará fontes, decisão e histórico sem apagar evidência e exibirá a divergência sem depender apenas de cor.
4. **Dado** filtros de owners, workspaces, fontes ou estados, **quando** a lista for renderizada, **então** os `Select.Item` terão valores estáveis não vazios e a ordenação será alfabética salvo critério declarado.
**DoD específico.** `KnowledgeAssetRow`, `SourceFreshnessBadge`, tabelas `compact`/`default`, UI light/dark acessível, filtros seguros, fluxo de aprovação, auditoria, snapshots e teste com owners.
**Assistência de IA.** Gemini pode prototipar interface; Claude pode revisar o fluxo; Owner de Conhecimento valida usabilidade.
---","",""
"epic","E5","","E5 — Intelligence Plane","","","","Intelligence Plane","","","","","","","","","","","",""
"user_story","V1-501","E5","","","V1-501 — Implementar orquestrador de contexto e inteligência em Python/FastAPI","","Implementar orquestrador de contexto e inteligência em Python/FastAPI","Feature / Backend Python / IA","P0","M3","Backend Python / IA / Backend TypeScript","XL","V1-301, V1-303, V1-304, V1-411","RF-024; RF-026; RF-028; INTEL-002","`intelligence`, `context-builder`, `python`, `p0`","Montar contexto mínimo autorizado, separar instruções de dados, solicitar geração via Model Gateway e devolver saída estruturada com evidências.","1. **Dado** uma intenção e evidências recuperadas, **quando** o contexto for montado, **então** incluirá somente dados autorizados, policy version, fontes, limites e delimitação de conteúdo não confiável.
2. **Dado** o pedido de geração, **quando** o worker Python chamar o gateway, **então** usará contrato versionado e não poderá escolher provider, credencial, budget ou ferramenta fora do escopo.
3. **Dado** uma saída do modelo, **quando** for validada, **então** terá schema, estado semântico, claims, evidências, confidence e limitações.
**DoD específico.** API, context builder, prompt templates versionados, cliente interno do gateway, validação de saída e testes.
**Assistência de IA.** Claude revisa prompts e invariantes; Codex implementa; Gemini pode explorar formatos multimodais; nenhuma saída é publicada sem guard.","",""
"user_story","V1-502","E5","","","V1-502 — Implementar estados semânticos, conflitos e ausência de evidência","","Implementar estados semânticos, conflitos e ausência de evidência","Feature / Qualidade de IA","P0","M3","Intelligence / Requisitos / UX","L","V1-408, V1-411, V1-501, V1-205","RF-025; RF-044; RF-048; RN-008–RN-010; RN-032; REQ-002; DESIGN_SYSTEM_VALIDACAO","`semantic-state`, `conflict`, `groundedness`, `design-system`, `p0`","Impedir que a plataforma apresente inferência como fato e que resolva silenciosamente conflitos entre fontes autorizadas.","1. **Dado** fontes divergentes, **quando** a resposta for construída, **então** será `Conflitante`, exibirá versões/owners/evidências e não escolherá regra silenciosamente.
2. **Dado** evidência insuficiente, **quando** a geração terminar, **então** será `Sem evidência` ou `Parcial` e declarará a limitação.
3. **Dado** interpretação do modelo, **quando** for exibida, **então** será marcada como `Inferida` ou `Recomendação`, separada visualmente de fato oficial.
4. **Dado** qualquer estado retornado pela API, **quando** a UI o renderizar, **então** receberá label, descrição, ícone, tom e próxima ação do catálogo tipado, sem heurística textual, estado inventado ou dependência exclusiva de cor.
**DoD específico.** State machine, enum/schema versionado, validator, catálogo tipado compatível com `AiSemanticBadge`, fixtures de conflito, resposta estruturada, contrato para UI e testes de regressão.
**Assistência de IA.** Claude/Kimi geram casos extremos; Requisitos e UX aprovam linguagem e semântica.","",""
"user_story","V1-503","E5","","","V1-503 — Implementar assistente de processos, políticas e regras internas","","Implementar assistente de processos, políticas e regras internas","Feature / Inteligência","P0","M3","Product/Intelligence / Backend Python","L","V1-501, V1-502, V1-411","RF-027; PRD 4.3","`process-assistant`, `policies`, `p0`","Responder como executar processos corporativos, mostrando etapas, papéis, entradas, exceções, owner, fonte vigente e próxima ação segura.","1. **Dado** uma pergunta sobre processo, **quando** houver fonte vigente, **então** a resposta exibirá etapas ordenadas, responsáveis, entradas, exceções e citações.
2. **Dado** processo obsoleto ou conflitante, **quando** for recuperado, **então** o resultado sinalizará o problema e encaminhará ao owner.
3. **Dado** próxima ação externa, **quando** for apresentada, **então** será apenas proposta até passar pelo Action Gateway.
**DoD específico.** Dataset de processos, templates de resposta, links de evidência e testes de cobertura.
**Assistência de IA.** Gemini pode sintetizar documentos longos; Claude revisa instruções; Owner de Processo aprova respostas de referência.","",""
"user_story","V1-504","E5","","","V1-504 — Implementar sínteses, comparações e cenários de decisão","","Implementar sínteses, comparações e cenários de decisão","Feature / Intelligence","P0 para síntese/comparação; P1 para cenários","M3","Intelligence / Product","L","V1-501, V1-502, V1-411","RF-028; RF-033; PRD 4.3","`synthesis`, `comparison`, `decision-support`, `p0`, `p1`","Gerar sínteses e comparações estruturadas sem ocultar premissas, lacunas, riscos ou diferença entre dados e recomendação.","1. **Dado** conjunto de fontes autorizado, **quando** o usuário solicitar síntese, **então** o resultado separará fatos, divergências, lacunas e referências.
2. **Dado** alternativas e critérios, **quando** a comparação for gerada, **então** exibirá premissas, impactos, riscos, incertezas e evidências por alternativa.
3. **Dado** recomendação do modelo, **quando** for mostrada, **então** será rotulada como recomendação e não como decisão aprovada.
**DoD específico.** Schemas de saída, templates, avaliações humanas, citations e testes de documentos conflitantes.
**Assistência de IA.** Claude pode revisar estrutura e riscos; Gemini pode processar documentos longos; aprovação de decisão continua humana.","",""
"user_story","V1-505","E5","","","V1-505 — Implementar feedback, revisão e Quality Loop","","Implementar feedback, revisão e Quality Loop","Feature / Qualidade / Knowledge","P0","M3","Product / QA / Knowledge Owners","L","V1-308, V1-411, V1-502","RF-034; RF-035; RN-013; REQ-003","`feedback`, `quality-loop`, `review`, `p0`","Transformar feedback de erro, falta de fonte, obsolescência e utilidade em revisão rastreável de fonte, claim, taxonomia, prompt ou policy.","1. **Dado** usuário sinalizar erro ou baixa utilidade, **quando** enviar feedback, **então** o sistema criará registro com alvo, evidência, versão, workspace, tipo e status.
2. **Dado** feedback recorrente, **quando** o Quality Loop consolidar, **então** sugerirá revisão de fonte, claim, prompt, taxonomy ou policy com owner e impacto.
3. **Dado** uma correção, **quando** for aplicada, **então** não sobrescreverá o original e permitirá comparar antes/depois.
**DoD específico.** UI/API, filas de revisão, score por fonte/domínio, auditoria e relatórios.
**Assistência de IA.** Claude/Kimi agrupam feedback; owner humano decide revisão e publicação.","",""
"user_story","V1-506","E5","","","V1-506 — Implementar detecção de lacunas de conhecimento","","Implementar detecção de lacunas de conhecimento","Feature / Quality Loop","P1","M3","Intelligence / Knowledge Governance","M","V1-411, V1-505","RF-031; REQ-003","`knowledge-gaps`, `quality`, `p1`","Detectar perguntas recorrentes sem evidência, com baixa confiança ou fontes conflitantes e encaminhar a owner.","1. **Dado** perguntas sem fonte elegível em janela configurada, **quando** o job rodar, **então** criará gap com tema, frequência, workspaces, impacto e fontes candidatas.
2. **Dado** um gap atribuído, **quando** o owner abrir o workbench, **então** poderá registrar nova fonte, decisão de não cobertura ou revisão de taxonomia.
3. **Dado** dados insuficientes ou sensíveis, **quando** o gap for agregado, **então** não revelará conteúdo fora da alçada.
**DoD específico.** Job, agregação, deduplicação, score, UI e teste de privacidade.
**Assistência de IA.** Gemini/Claude podem sugerir agrupamentos; owner humano confirma tema e impacto.","",""
"user_story","V1-507","E5","","","V1-507 — Implementar detecção de mudanças, obsolescência e impacto","","Implementar detecção de mudanças, obsolescência e impacto","Feature / Intelligence","P1","M3","Backend Python / Knowledge","L","V1-405, V1-408, V1-411","RF-020; RF-030; PRD 5.2.3","`change-detection`, `freshness`, `impact`, `p1`","Identificar alterações relevantes em fontes, entidades, claims e processos e estimar domínios, briefings e usuários afetados.","1. **Dado** uma nova versão ou evento, **quando** o detector comparar conteúdo, **então** classificará mudança estrutural, normativa, informativa ou irrelevante.
2. **Dado** mudança normativa, **quando** o impacto for resolvido, **então** indicará processos, áreas, briefings e owners afetados com evidência.
3. **Dado** mudança duplicada ou já revisada, **quando** for processada, **então** será agrupada e não gerará alerta redundante.
**DoD específico.** Detector, janela temporal, score de impacto, deduplicação, auditoria e integração com briefing.
**Assistência de IA.** Gemini pode comparar documentos longos; Knowledge Owner valida impacto crítico.","",""
"user_story","V1-508","E5","","","V1-508 — Implementar briefings contextuais por papel, workspace e periodicidade","","Implementar briefings contextuais por papel, workspace e periodicidade","Feature / Intelligence","P1","M3","Intelligence / Frontend","L","V1-501, V1-505, V1-507, V1-609","RF-029; RF-039; UX-005","`briefing`, `scheduled`, `intelligence`, `p1`","Gerar sínteses periódicas de mudanças, decisões, riscos, lacunas e sinais relevantes, com evidência e controle de frequência.","1. **Dado** perfil, workspace e periodicidade autorizados, **quando** o briefing for gerado, **então** usará fontes vigentes, filtros de policy, budget e estado de confiança.
2. **Dado** uma fonte atrasada ou sinal sem evidência, **quando** aparecer no briefing, **então** será rotulado e não será apresentado como fato atual.
3. **Dado** usuário ou gestor pausar o briefing, **quando** a pausa for registrada, **então** execuções futuras serão bloqueadas e auditadas.
**DoD específico.** Agendamento, templates, entrega, leitura, feedback, pausa e métricas de utilidade.
**Assistência de IA.** Claude gera templates; Gemini processa lotes longos; Product/UX validam densidade e fadiga de alertas.","",""
"user_story","V1-509","E5","","","V1-509 — Implementar insights operacionais explicáveis","","Implementar insights operacionais explicáveis","Feature / Intelligence / Governança","P1","M3","Intelligence / Product / QA","XL","V1-408, V1-505, V1-507, V1-508","RF-032; RF-033; RN-016–RN-017","`insights`, `explainability`, `thresholds`, `p1`","Produzir sinais com evidência, janela temporal, confiança, severidade, impacto, owner e recomendação não executada automaticamente.","1. **Dado** sinais autorizados excedendo limiar versionado, **quando** o engine rodar, **então** criará insight com regra/modelo, evidências, janela, confidence, severidade e owner.
2. **Dado** insight de alto impacto ou baixa confiança, **quando** for gerado, **então** ficará em draft/review e não será publicado como alerta operacional sem revisão.
3. **Dado** feedback de falso positivo, **quando** for incorporado, **então** poderá ajustar limiar/versionamento sem apagar histórico.
**DoD específico.** Engine, thresholds, estados, deduplicação, revisão, feedback e avaliação humana.
**Assistência de IA.** Claude/Kimi revisam explicabilidade e casos adversariais; gestor/owner aprova publicação.","",""
